0, 0, 8, 12, -1, -1, -1, -1
1, 0.00121, 8, 12, -1, -1, -1, -1
2, 0.029263, 1016, 4436, -1, -1, -1, -1
3, 0.323756, 2117, 10461, 148.515, 6.99547, 0, -1
7, 0.073336, 1364, 6487, 28.1472, 4.5699, -1, -1
6, 0.024177, 9101, 46215, 32.56, 4.35702, -1, -1
7, 0.248433, 3303, 15733, 10.3272, 3.88984, -1, -1
8, 0.079658, 3303, 15688, 9.78793, 3.82549, -1, -1
9, 0.028615, 3303, 15688, 7.20538, 3.65104, -1, -1
7, 0.028252, 3066, 14478, 5.96614, 3.62417, -1, -1
4, 0.484734, 3066, 14478, 5.96614, 3.62417, -1, -1
5, 0.032517, 1744, 7604, 5.96614, 3.50847, -1, -1
-1, 0.87148, 1744, 7604, 5.96614, 3.50847, 0, 24
