0, 0, 857, 1722, -1, -1, -1, -1
1, 0.038935, 680, 1368, -1, -1, -1, -1
2, 0.007754, 968, 5148, -1, -1, -1, -1
3, 0.745485, 20040, 107158, 2.55054e+09, 92665.6, 0, -1
7, 1.058, 1496, 8409, 436108, 89.9991, -1, -1
6, 0.014231, 4763, 25128, 436108, 35.9602, -1, -1
7, 0.137293, 2117, 11017, 3832.17, 16.5643, -1, -1
8, 0.067861, 2117, 10368, 3832.17, 10.3226, -1, -1
9, 0.019118, 2117, 10368, 1275.86, 8.3303, -1, -1
6, 0.008394, 3714, 18250, 1275.86, 6.62029, -1, -1
7, 0.117673, 2122, 10572, 207.174, 6.81, -1, -1
8, 0.049857, 2122, 10477, 207.174, 6.52415, -1, -1
9, 0.016447, 2122, 10477, 207.174, 6.27399, -1, -1
6, 0.007104, 3320, 15859, 207.174, 5.60749, -1, -1
7, 0.081812, 2193, 10820, 83.9628, 6.16839, -1, -1
8, 0.037975, 2193, 10797, 83.9628, 6.11651, -1, -1
9, 0.016794, 2193, 10797, 83.9628, 6.02719, -1, -1
6, 0.006386, 3171, 14922, 83.9628, 5.53376, -1, -1
7, 0.074618, 2251, 11081, 83.9628, 5.97981, -1, -1
8, 0.036704, 2251, 11067, 83.9628, 5.95733, -1, -1
9, 0.016779, 2251, 11067, 83.9628, 5.8929, -1, -1
6, 0.020047, 7283, 36556, 83.9628, 5.31955, -1, -1
7, 0.195882, 4052, 20920, 83.9628, 5.07913, -1, -1
8, 0.144507, 4052, 20842, 83.9628, 4.92381, -1, -1
9, 0.02164, 4052, 20842, 83.9628, 4.70274, -1, -1
6, 0.01144, 5638, 27976, 83.9628, 4.65818, -1, -1
7, 0.112686, 4107, 21148, 83.9628, 4.70361, -1, -1
8, 0.080377, 4107, 21124, 83.9628, 4.659, -1, -1
9, 0.020114, 4107, 21124, 83.9628, 4.56403, -1, -1
6, 0.040376, 14540, 76314, 83.9628, 5.17328, -1, -1
7, 0.385469, 8019, 43776, 83.9628, 4.42507, -1, -1
8, 0.333384, 8019, 43595, 25.7017, 4.2879, -1, -1
9, 0.037115, 8019, 43595, 23.6656, 4.04741, -1, -1
6, 0.020862, 10471, 54983, 23.6656, 4.15491, -1, -1
7, 0.207656, 7960, 43354, 23.6656, 4.04576, -1, -1
8, 0.158002, 7960, 43311, 23.6656, 4.01497, -1, -1
9, 0.034917, 7960, 43311, 21.5896, 3.92042, -1, -1
6, 0.017817, 9586, 50535, 21.5896, 4.00072, -1, -1
7, 0.160001, 7884, 42909, 21.5896, 3.93533, -1, -1
8, 0.132956, 7884, 42889, 21.5896, 3.92619, -1, -1
9, 0.034145, 7884, 42889, 20.6187, 3.8781, -1, -1
6, 0.016676, 9290, 49026, 20.6187, 3.94862, -1, -1
7, 0.142168, 7856, 42747, 20.6187, 3.89195, -1, -1
8, 0.126045, 7856, 42744, 20.6187, 3.88614, -1, -1
9, 0.0333, 7856, 42744, 20.5311, 3.8591, -1, -1
6, 0.050683, 19351, 103336, 20.5938, 4.43686, -1, -1
7, 0.532462, 12229, 67533, 14.7195, 4.00935, -1, -1
8, 0.414644, 12229, 67376, 14.7195, 3.93751, -1, -1
9, 0.051879, 12229, 67376, 13.9889, 3.78474, -1, -1
6, 0.029808, 15441, 82563, 13.9889, 3.91127, -1, -1
7, 0.319209, 12147, 67044, 13.9889, 3.78802, -1, -1
8, 0.22569, 12147, 66996, 13.9889, 3.77164, -1, -1
9, 0.051252, 12147, 66996, 13.3965, 3.71026, -1, -1
6, 0.027101, 14474, 77584, 13.3965, 3.80917, -1, -1
7, 0.272393, 12098, 66782, 13.3466, 3.72284, -1, -1
8, 0.204786, 12098, 66763, 13.3466, 3.71434, -1, -1
9, 0.051075, 12098, 66763, 13.3466, 3.68156, -1, -1
6, 0.022038, 12851, 70069, 15.289, 3.72719, -1, -1
7, 0.385083, 12073, 66669, 10.0271, 3.69529, -1, -1
8, 0.197638, 12073, 66653, 8.4144, 3.69163, -1, -1
9, 0.051317, 12073, 66653, 8.00928, 3.6714, -1, -1
7, 0.350642, 11981, 66162, 8.00928, 3.67125, -1, -1
4, 7.54745, 11981, 66162, 8.00928, 3.67125, -1, -1
5, 0.165491, 3947, 10768, 7.93103, 4.04295, -1, -1
-1, 8.50511, 3947, 10768, 7.93103, 4.04295, 0, 81
